specific	s p ə s ɪ́ f ɪ k
specifically	s p ə s ɪ́ f ɪ k l ɪj
speech	s p ɪ́j tʃ
speed	s p ɪ́j d
spell	s p ɛ́ l
spelling	s p ɛ́ l ɪ ŋ
spend	s p ɛ́ n d
spending	s p ɛ́ n d ɪ ŋ
spicy	s p ɑ́j s ɪj
spider	s p ɑ́j d ə
spirit	s p ɪ́ r ɪ t
spiritual	s p ɪ́ r ɪ tʃ ʉw ə l
split	s p l ɪ́ t
spoken	s p ə́w k ə n
sponsor	s p ɔ́ n s ə
spoon	s p ʉ́w n
sport	s p óː t
spot	s p ɔ́ t
spread	s p r ɛ́ d
spring	s p r ɪ́ ŋ
square	s k w ɛ́ː
stable	s t ɛ́j b ə l
stadium	s t ɛ́j d ɪj ə m
staff	s t ɑ́ː f
stage	s t ɛ́j dʒ
stair	s t ɛ́ː
stamp	s t á m p
stand	s t á n d
standard	s t á n d ə d
star	s t ɑ́ː
stare	s t ɛ́ː
start	s t ɑ́ː t
state	s t ɛ́j t
statement	s t ɛ́j t m ə n t
station	s t ɛ́j ʃ ə n
statistic	s t ə t ɪ́ s t ɪ k
statue	s t á tʃ ʉw
status	s t ɛ́j t ə s
stay	s t ɛ́j
steady	s t ɛ́ d ɪj
steal	s t ɪ́j l
steel	s t ɪ́j l
steep	s t ɪ́j p
step	s t ɛ́ p
stick	s t ɪ́ k
sticky	s t ɪ́ k ɪj
stiff	s t ɪ́ f
still	s t ɪ́ l
stock	s t ɔ́ k
stomach	s t ʌ́ m ə k
stone	s t ə́w n
stop	s t ɔ́ p
store	s t óː
storm	s t óː m
story	s t óː r ɪj
straight	s t r ɛ́j t
strange	s t r ɛ́j n dʒ
stranger	s t r ɛ́j n dʒ ə
strategy	s t r á t ə dʒ ɪj
stream	s t r ɪ́j m
street	s t r ɪ́j t
strength	s t r ɛ́ ŋ k θ
stress	s t r ɛ́ s
stretch	s t r ɛ́ tʃ
strict	s t r ɪ́ k t
strike	s t r ɑ́j k
string	s t r ɪ́ ŋ
strong	s t r ɔ́ ŋ
strongly	s t r ɔ́ ŋ l ɪj
structure	s t r ʌ́ k tʃ ə
struggle	s t r ʌ́ g ə l
student	s tʃ ʉ́w d ə n t
studio	s tʃ ʉ́w d ɪj əw
study	s t ʌ́ d ɪj
stuff	s t ʌ́ f
stupid	s tʃ ʉ́w p ɪ d
style	s t ɑ́j l
subject	s ə b dʒ ɛ́ k t
subject	s ʌ́ b dʒ ɛ k t
submit	s ə b m ɪ́ t
substance	s ʌ́ b s t ə n s
succeed	s ə k s ɪ́j d
success	s ə k s ɛ́ s
successful	s ə k s ɛ́ s f ə l
successfully	s ə k s ɛ́ s f ə l ɪj
such	s ʌ́ tʃ
sudden	s ʌ́ d ə n
suddenly	s ʌ́ d ə n l ɪj
suffer	s ʌ́ f ə
sugar	ʃ ɵ́ g ə
suggest	s ə dʒ ɛ́ s t
suggestion	s ə dʒ ɛ́ s tʃ ə n
suit	s ʉ́w t
suitable	s ʉ́w t ə b ə l
sum	s ʌ́ m
summarize	s ʌ́ m ə r ɑj z
summary	s ʌ́ m ə r ɪj
summer	s ʌ́ m ə
sun	s ʌ́ n
Sunday	s ʌ́ n d ɛj
supermarket	s ʉ́w p ə m ɑː k ɪ t
supply	s ə p l ɑ́j
support	s ə p óː t
supporter	s ə p óː t ə
suppose	s ə p ə́w z
sure	ʃ óː
surely	ʃ óː l ɪj
surface	s ə́ː f ɪ s
surgery	s ə́ː dʒ ə r ɪj
surprise	s ə p r ɑ́j z
surprised	s ə p r ɑ́j z d
surprising	s ə p r ɑ́j z ɪ ŋ
surround	s ə r áw n d
surrounding	s ə r áw n d ɪ ŋ
survey	s ə v ɛ́j
survey	s ə́ː v ɛj
survive	s ə v ɑ́j v
suspect	s ə s p ɛ́ k t
suspect	s ʌ́ s p ɛ k t
swear	s w ɛ́ː
sweater	s w ɛ́ t ə
sweep	s w ɪ́j p
sweet	s w ɪ́j t
swim	s w ɪ́ m
swimming	s w ɪ́ m ɪ ŋ
switch	s w ɪ́ tʃ
symbol	s ɪ́ m b ə l
sympathy	s ɪ́ m p ə θ ɪj
symptom	s ɪ́ m p t ə m
system	s ɪ́ s t ə m
T-shirt	t ɪ́j ʃ əː t
table	t ɛ́j b ə l
tablet	t á b l ə t
tail	t ɛ́j l
take	t ɛ́j k
tale	t ɛ́j l
talent	t á l ə n t
talented	t á l ə n t ɪ d
talk	t óː k
tall	t óː l
tank	t á ŋ k
tape	t ɛ́j p
target	t ɑ́ː g ɪ t
task	t ɑ́ː s k
taste	t ɛ́j s t
tax	t á k s
taxi	t á k s ɪj
tea	t ɪ́j
teach	t ɪ́j tʃ
teacher	t ɪ́j tʃ ə
teaching	t ɪ́j tʃ ɪ ŋ
team	t ɪ́j m
tear	t ɛ́ː
tear	t ɪ́ː
technical	t ɛ́ k n ɪ k ə l
technique	t ɛ k n ɪ́j k
technology	t ɛ k n ɔ́ l ə dʒ ɪj
teenage	t ɪ́j n ɛj dʒ
teenager	t ɪ́j n ɛj dʒ ə
telephone	t ɛ́ l ɪ f əw n
television	t ɛ́ l ɪ v ɪ ʒ ə n
tell	t ɛ́ l
temperature	t ɛ́ m p r ə tʃ ə
temporary	t ɛ́ m p r ə r ɪj
ten	t ɛ́ n
tend	t ɛ́ n d
tennis	t ɛ́ n ɪ s
tent	t ɛ́ n t
term	t ə́ː m
terrible	t ɛ́ r ə b ə l
test	t ɛ́ s t
text	t ɛ́ k s t
than	ð á n
than	ð ə n
thank	θ á ŋ k
thanks	θ á ŋ k s
that	ð á t
that	ð ə t
the	ð ɪ́j
the	ð ə
theatre	θ ɪ́j ə t ə
their	ð ɛ́ː
theirs	ð ɛ́ː z
them	ð ɛ́ m
them	ð ə m
theme	θ ɪ́j m
themselves	ð ə m s ɛ́ l v z
then	ð ɛ́ n
theory	θ ɪ́j ə r ɪj
therapy	θ ɛ́ r ə p ɪj
there	ð ɛ́ː
there	ð ə
therefore	ð ɛ́ː f oː
they	ð ɛ́j
thick	θ ɪ́ k
thief	θ ɪ́j f
thin	θ ɪ́ n
thing	θ ɪ́ ŋ
think	θ ɪ́ ŋ k
thinking	θ ɪ́ ŋ k ɪ ŋ
third	θ ə́ː d
thirsty	θ ə́ː s t ɪj
thirteen	θ ə́ː t ɪ́j n
thirty	θ ə́ː t ɪj
this	ð ɪ́ s
though	ð ə́w
thought	θ óː t
thousand	θ áw z ə n d
threat	θ r ɛ́ t
threaten	θ r ɛ́ t ə n
three	θ r ɪ́j
throat	θ r ə́w t
through	θ r ʉ́w
throughout	θ r ʉw áw t
throw	θ r ə́w
Thursday	θ ə́ː z d ɛj
thus	ð ʌ́ s
ticket	t ɪ́ k ɪ t
tidy	t ɑ́j d ɪj
tie	t ɑ́j
tight	t ɑ́j t
till	t ɪ́ l
time	t ɑ́j m
tin	t ɪ́ n
tiny	t ɑ́j n ɪj
tip	t ɪ́ p
tired	t ɑ́j ə d
title	t ɑ́j t ə l
to	t ʉ́w
to	t ə
today	t ə d ɛ́j
toe	t ə́w
together	t ə g ɛ́ ð ə
toilet	t ój l ə t
tomato	t ə m ɑ́ː t əw
tomorrow	t ə m ɔ́ r əw
tone	t ə́w n
tongue	t ʌ́ ŋ
tonight	t ə n ɑ́j t
too	t ʉ́w
tool	t ʉ́w l
tooth	t ʉ́w θ
top	t ɔ́ p
topic	t ɔ́ p ɪ k
total	t ə́w t ə l
totally	t ə́w t ə l ɪj
touch	t ʌ́ tʃ
tough	t ʌ́ f
tour	t óː
tourism	t óː r ɪ z ə m
tourist	t óː r ɪ s t
towards	t ə w óː d z
towel	t áw ə l
tower	t áw ə
town	t áw n
toy	t ój
track	t r á k
trade	t r ɛ́j d
tradition	t r ə d ɪ́ ʃ ə n
traditional	t r ə d ɪ́ ʃ ə n ə l
traffic	t r á f ɪ k
train	t r ɛ́j n
trainer	t r ɛ́j n ə
training	t r ɛ́j n ɪ ŋ
transfer	t r a n s f ə́ː
transfer	t r á n s f əː
transform	t r a n s f óː m
transition	t r a n z ɪ́ ʃ ə n
translate	t r a n z l ɛ́j t
translation	t r a n z l ɛ́j ʃ ə n
transport	t r a n s p óː t
transport	t r á n s p oː t
travel	t r á v ə l
traveller	t r á v l ə
treat	t r ɪ́j t
treatment	t r ɪ́j t m ə n t
tree	t r ɪ́j
trend	t r ɛ́ n d
trial	t r ɑ́j ə l
trick	t r ɪ́ k
trip	t r ɪ́ p
tropical	t r ɔ́ p ɪ k ə l
trouble	t r ʌ́ b ə l
trousers	t r áw z ə z
truck	t r ʌ́ k
true	t r ʉ́w
truly	t r ʉ́w l ɪj
trust	t r ʌ́ s t
truth	t r ʉ́w θ
try	t r ɑ́j
tube	tʃ ʉ́w b
Tuesday	tʃ ʉ́w z d ɛj
tune	tʃ ʉ́w n
tunnel	t ʌ́ n ə l
turn	t ə́ː n
TV	t ɪ́j v ɪ́j
twelve	t w ɛ́ l v
twenty	t w ɛ́ n t ɪj
twice	t w ɑ́j s
twin	t w ɪ́ n
two	t ʉ́w
type	t ɑ́j p
typical	t ɪ́ p ɪ k ə l
typically	t ɪ́ p ɪ k l ɪj
tyre	t ɑ́j ə
ugly	ʌ́ g l ɪj
ultimately	ʌ́ l t ɪ m ə t l ɪj
umbrella	ʌ m b r ɛ́ l ə
unable	ʌ́ n ɛ́j b ə l
uncle	ʌ́ ŋ k ə l
uncomfortable	ʌ́ n k ʌ́ m f t ə b ə l
unconscious	ʌ́ n k ɔ́ n ʃ ə s
under	ʌ́ n d ə
underground	ʌ́ n d ə g r aw n d
understand	ʌ́ n d ə s t á n d
understanding	ʌ́ n d ə s t á n d ɪ ŋ
underwear	ʌ́ n d ə w ɛː
unemployed	ʌ́ n ɪ m p l ój d
unemployment	ʌ́ n ɪ m p l ój m ə n t
unexpected	ʌ́ n ɪ k s p ɛ́ k t ɪ d
unfair	ʌ́ n f ɛ́ː
unfortunately	ʌ́ n f óː tʃ ə n ə t l ɪj
unhappy	ʌ́ n h á p ɪj
uniform	j ʉ́w n ɪ f oː m
union	j ʉ́w n ɪj ə n
unique	j ʉw n ɪ́j k
unit	j ʉ́w n ɪ t
united	j ʉw n ɑ́j t ɪ d
universe	j ʉ́w n ɪ v əː s
university	j ʉ́w n ɪ v ə́ː s ə t ɪj
unknown	ʌ́ n n ə́w n
unless	ə n l ɛ́ s
unlike	ʌ́ n l ɑ́j k
unlikely	ʌ́ n l ɑ́j k l ɪj
unnecessary	ʌ́ n n ɛ́ s ə s ɛ r ɪj
unpleasant	ʌ́ n p l ɛ́ z ə n t
until	ʌ́ n t ɪ́ l
unusual	ʌ n j ʉ́w ʒ ʉw ə l
up	ʌ́ p
update	ʌ́ p d ɛ́j t
update	ʌ́ p d ɛj t
upon	ə p ɔ́ n
upper	ʌ́ p ə
upset	ʌ́ p s ɛ́ t
upset	ʌ́ p s ɛ t
upstairs	ʌ́ p s t ɛ́ː z
upwards	ʌ́ p w ə d z
urban	ə́ː b ə n
urge	ə́ː dʒ
us	ə s
us	ʌ́ s
use	j ʉ́w s
use	j ʉ́w z
used	j ʉ́w s t
used	j ʉ́w z d
useful	j ʉ́w s f ə l
user	j ʉ́w z ə
usual	j ʉ́w ʒ ʉw ə l
usually	j ʉ́w ʒ ə l ɪj
vacation	v ɛj k ɛ́j ʃ ə n
valley	v á l ɪj
valuable	v á l j ə b ə l
value	v á l j ʉw
van	v á n
variety	v ə r ɑ́j ə t ɪj
various	v ɛ́ː r ɪj ə s
vary	v ɛ́ː r ɪj
vast	v ɑ́ː s t
vegetable	v ɛ́ dʒ t ə b ə l
vehicle	v ɪ́j ɪ k ə l
venue	v ɛ́ n j ʉw
version	v ə́ː ʒ ə n
very	v ɛ́ r ɪj
via	v ɑ́j ə
victim	v ɪ́ k t ɪ m
victory	v ɪ́ k t ə r ɪj
video	v ɪ́ d ɪj əw
view	v j ʉ́w
viewer	v j ʉ́w ə
village	v ɪ́ l ɪ dʒ
violence	v ɑ́j ə l ə n s
violent	v ɑ́j ə l ə n t
virtual	v ə́ː tʃ ʉw ə l
virus	v ɑ́j r ə s
vision	v ɪ́ ʒ ə n
visit	v ɪ́ z ɪ t
visitor	v ɪ́ z ɪ t ə
visual	v ɪ́ ʒ ʉw ə l
vital	v ɑ́j t ə l
vitamin	v ɪ́ t ə m ɪ n
voice	v ój s
volume	v ɔ́ l j ʉw m
volunteer	v ɔ́ l ə n t ɪ́ː
vote	v ə́w t
wage	w ɛ́j dʒ
wait	w ɛ́j t
waiter	w ɛ́j t ə
wake	w ɛ́j k
walk	w óː k
wall	w óː l
want	w ɔ́ n t
war	w óː
warm	w óː m
warn	w óː n
warning	w óː n ɪ ŋ
wash	w ɔ́ ʃ
washing	w ɔ́ ʃ ɪ ŋ
waste	w ɛ́j s t
watch	w ɔ́ tʃ
water	w óː t ə
wave	w ɛ́j v
way	w ɛ́j
we	w ɪ́j
weak	w ɪ́j k
weakness	w ɪ́j k n ə s
wealth	w ɛ́ l θ
wealthy	w ɛ́ l θ ɪj
weapon	w ɛ́ p ə n
wear	w ɛ́ː
weather	w ɛ́ ð ə
web	w ɛ́ b
website	w ɛ́ b s ɑj t
wedding	w ɛ́ d ɪ ŋ
Wednesday	w ɛ́ n z d ɛj
week	w ɪ́j k
weekend	w ɪj k ɛ́ n d
weigh	w ɛ́j
weight	w ɛ́j t
welcome	w ɛ́ l k ə m
well	w ɛ́ l
west	w ɛ́ s t
western	w ɛ́ s t ə n
wet	w ɛ́ t
what	w ɔ́ t
whatever	w ɔ t ɛ́ v ə
wheel	w ɪ́j l
when	w ɛ́ n
whenever	w ɛ n ɛ́ v ə
where	w ɛ́ː
whereas	w ɛ́ː r á z
wherever	w ɛ́ː r ɛ́ v ə
whether	w ɛ́ ð ə
which	w ɪ́ tʃ
while	w ɑ́j l
whisper	w ɪ́ s p ə
white	w ɑ́j t
who	h ʉ́w
whole	h ə́w l
whom	h ʉ́w m
whose	h ʉ́w z
why	w ɑ́j
wide	w ɑ́j d
widely	w ɑ́j d l ɪj
wife	w ɑ́j f
wild	w ɑ́j l d
wildlife	w ɑ́j l d l ɑj f
will	w ɪ́ l
will	w ɪ l
willing	w ɪ́ l ɪ ŋ
win	w ɪ́ n
wind	w ɑ́j n d
wind	w ɪ́ n d
window	w ɪ́ n d əw
wine	w ɑ́j n
wing	w ɪ́ ŋ
winner	w ɪ́ n ə
winter	w ɪ́ n t ə
wire	w ɑ́j ə
wise	w ɑ́j z
wish	w ɪ́ ʃ
with	w ɪ ð
with	w ɪ́ ð
within	w ɪ ð ɪ́ n
without	w ɪ ð áw t
witness	w ɪ́ t n ə s
woman	w ɵ́ m ə n
wonder	w ʌ́ n d ə
wonderful	w ʌ́ n d ə f ə l
wood	w ɵ́ d
wooden	w ɵ́ d ə n
wool	w ɵ́ l
word	w ə́ː d
work	w ə́ː k
worker	w ə́ː k ə
working	w ə́ː k ɪ ŋ
world	w ə́ː l d
worldwide	w ə́ː l d w ɑj d
worried	w ʌ́ r ɪj d
worry	w ʌ́ r ɪj
worse	w ə́ː s
worst	w ə́ː s t
worth	w ə́ː θ
would	w ɵ́ d
would	w ə d
wound	w áw n d
wound	w ʉ́w n d
wow	w áw
wrap	r á p
write	r ɑ́j t
writer	r ɑ́j t ə
writing	r ɑ́j t ɪ ŋ
written	r ɪ́ t ə n
wrong	r ɔ́ ŋ
yard	j ɑ́ː d
yeah	j ɛ́
year	j ɪ́ː
yellow	j ɛ́ l əw
yes	j ɛ́ s
yesterday	j ɛ́ s t ə d ɛj
yet	j ɛ́ t
you	j ʉ́w
young	j ʌ́ ŋ
your	j óː
yours	j óː z
yourself	j oː s ɛ́ l f
youth	j ʉ́w θ
zero	z ɪ́ː r əw
zone	z ə́w n
